93266861626935,93258562699212
94118391718839,94131102488172
93266861626935,93734918451708
93595362389991,93649849160748
93595362389991,94305290910684
93336760350135,93665088556476
94059378282375,94301136976668
93884630647527,93506597759004
93515417981991,93269021436060
93515417981991,93413108731884
94122763769655,93587249605452
93258562698711,93186130941420
93439055821671,94213584048156
93515417981991,93364509370812
93515417981991,93129722521980
93515417981991,93284203114428
93815885972151,93665447679372
93515417981991,93987060967068
93266740369287,93096704815980
93515417981991,93584792795100
93515417981991,94216361991756
93515417981991,94298709978204
93515417981991,93739038083196
93515417981991,94203232254636
93515417981991,93107880708684
93515417981991,93567722665884
93515417981991,93273391977036
93515417981991,93974658261324
94215879949239,93107951072412
94215879949239,93096704499756
94118391718839,93199202839356
93515417981991,93517364334732
93515417981991,94045785282780
93515417981991,93192528545628
93515417981991,94220157978348
93515417981991,93265038787884
93273496076439,93600195009900
93515417981991,94124673538908
93515417981991,93911531655228
93515417981991,93182386941276
93515417981991,93880824683532
93515417981991,94298594030268
93515417981991,94287335853228
93515417981991,93114968822988
93515417981991,94290233048268
93515417981991,93835364304444
94122278115687,93656668599996
94215879949239,93122762300844
94215879949239,93194970471420
93493671804423,93514816761612
93984954633495,93804272839356
93123063037143,94135021374444
94215879949239,93254037217548
94118391718839,93958955346012
93826103039991,93804272839356
93208261099959,93804272839356
93271507078023,93813094129452
94118391718839,93434102734380
94215879949239,93268734369468
93756327071319,93902103787884
93491429793111,93813094129452
93732250907367,93902103787884
93512770707591,93902103787884
93724287929559,93902103787884
93194775307575,93813094129452
93199190057703,93902103787884
94215879949239,93269335193772
93665634098103,93902103787884
93647843935911,93804272839356
93515417981991,93208382306268
93515417981991,93831063024300
94215879949239,93343409998332
93201960805911,94294160079900
94215879949239,93341359319388
94215879949239,93441370286364
94215879949239,93415302363516
94215879949239,93362623079100
93512711644983,93514816761612
93665447678871,93506597759004
94215879949239,93508963031580
94215879949239,93582182750892
94215879949239,93645794819148
93913110263079,93992029180476
93815642255463,93992029180476
93122762300343,93992029180476
93673971544743,93992029180476
93660790383639,93992029180476
93810993533271,93992029180476
93194970470919,93992029180476
93894175911735,93656668599996
94215879949239,93649905992940
94215879949239,93659028082044
94215879949239,93752770950204
94215879949239,93965964509292
93197611200519,93992029180476
93970378789767,93599720799612
93824410076487,93514816761612
94215879949239,94146696654828
93279617902215,93517592854524
94215879949239,94211805241500
94131102487671,93600195009900
94215745682343,93514816761612
94215745682343,93656367531420
93750214303287,93804272839356
93499706519559,93887291159772
93100980949335,93516822006684
93499706519559,93665143620924
94194573697575,93804272839356
93097193552631,94213584048156
93897874423575,93514816761612
93963535746471,93278170309596
93963535746471,94290169462620
93963535746471,93747740176284
93645676965591,93652633742460
94148618083191,93828157155132
93656307009015,94141684120812
93499706519559,93428042716140
93963535746471,94126386420636
93415302363015,94294160079900
93499706519559,93264854081964
93277864622871,93514816761612
94215879949239,93103356149772
94215879949239,93425448932844
94215879949239,93354174610620
93499706519559,93106083246108
94215879949239,93895766918124
93513199205367,93514816761612
93358760243031,93512587591068
93656080507095,93826598575164
93883001762151,93826598575164
94215879949239,94219974722652
93199202838855,93826598575164
94215879949239,94041352829292
93587148868167,93826598575164
94065785684343,93273210724956
93101906260935,93347566717452
93906631946583,93413173029036
93275147278935,93826598575164
93521480914935,94222468754124
94126386420135,93262978028652
93343283833527,93286561624476
93821740792119,93514816761612
93832930804743,93497477911980
93521790491751,93650277388956
93599720799111,93804272839356
93503940797799,93514816761612
93649905992439,93992029180476
93106083245607,93992029180476
93747740175783,93992029180476
93665143620423,93992029180476
93512587590567,93992029180476
93343283833527,93902103787884
93508963031079,93992029180476
93582182750391,93992029180476
93264854081463,93992029180476
94219974722151,93992029180476
93965964508791,93992029180476
93425448932343,93992029180476
94215879949239,93118902116892
93970378789767,93902103787884
94215879949239,93334387199676
93279617902215,93902103787884
94215879949239,93353929421676
93521790491751,93902103787884
94041352828791,94294160079900
93434711813703,93510782001276
93362623078599,93992029180476
94215879949239,93586475340060
93434097176631,93656668599996
93508602095079,94213584048156
94215879949239,93588783698796
94215879949239,93521115287916
93898608800679,93410762496252
93585078141399,93514816761612
94115739136023,93514816761612
93100980949335,94061494180428
94215879949239,93186617844732
93434711813703,93275442274956
94215879949239,93423344652636
93434711813703,93360943132620
93417350190759,94218602132940
94215879949239,93340754200140
94283054087751,93514816761612
93910941790695,93337000297260
94215879949239,93497401987116
93334387199175,93804272839356
94215879949239,93499456353180
94215879949239,93521414246604
94215879949239,93818073120396
93989297613735,93177171675276
94215879949239,94053099740892
94215879949239,93969767215644
94215879949239,94194273504300
93336756893703,94213584048156
94215879949239,93898531239468
94215879949239,93902901798588
94215879949239,94278880252860
93195140078439,93432723433980
93817953633879,93514816761612
94300759490247,94218602132940
94290169462119,94218602132940
93819561065271,93514816761612
94212046504359,94300460455596
93569427238455,94135516718604
94296471431895,94213584048156
93887291159271,93660551738700
93339039267639,93506591499324
93186617844231,93992029180476
94053099740391,93992029180476
93360943132119,93992029180476
93650277388455,93992029180476
93510782000775,93992029180476
93423344652135,94294160079900
94148194735719,94194413993292
93898531238967,94294160079900
93497401986615,94294160079900
93832745634855,93756801933996
94215879949239,93269034641004
93898608800679,94044318656604
93898608800679,94126431674364
94296660933015,93345161469756
94296718047735,94194413993292
94215879949239,93201613401948
94215879949239,93423828520716
93275489355543,93991778869740
94215879949239,93437129259852
93728213383959,93364865645100
94215879949239,93493414550220
93980719765575,93747626015532
93910941790695,94050729844188
94296951557127,93514816761612
94296951557127,93656367531420
93818073119895,93902103787884
94215879949239,93498062313372
93499456352679,93804272839356
93410762495751,93902103787884
94215879949239,94117540196796
94126431673863,93902103787884
94215879949239,93912992980764
93898608800679,93822293715468
93256278048999,93656668599996
93815148257847,93595483312476
93734918451207,93815885972652
93665088555975,94213584048156
94070273667543,93195189071628
93963535746471,93423472157004
93678457844439,93826761164844
94285293161031,93506591499324
93832745634855,93360323677020
93817891541223,94039965047868
93262978028151,93582052865772
93423828520215,93992029180476
93364865644599,93992029180476
94117540196295,93992029180476
93206015485767,93198952625820
93195189071127,93992029180476
93206015485767,93273149982732
93902901798087,93992029180476
93991778869239,93992029180476
93206015485767,93978787128108
93434711813703,93364389664476
94060943449911,94052802382764
93491059958775,93664844790540
93832745634855,93255799130844
93491059958775,93882511406796
94298887681335,93815765191932
93832745634855,94281243552924
93832745634855,94137752423580
93832745634855,94040097907308
94060943449911,94280879025708
93421834852311,93284137701420
93910941790695,93489306673452
93206015485767,93428119890348
93206015485767,94144150415292
93364684196823,93347566717452
93582052865271,93902103787884
94055257860327,93096812032764
93336760350135,93726323532636
93963535746471,93333967096092
94148513813511,93656668599996
93273149982231,93992029180476
93275489355543,94059507751980
93963535746471,93958651274604
94296951557127,93723685280988
94215879949239,93269162658588
93963535746471,93597792552492
93339039267639,93430420785420
94215879949239,93193029068604
94215879949239,93351393497004
93963535746471,93120639270108
93963535746471,94117846930188
94215879949239,93645357697788
93963535746471,93347021348988
94059507751479,93506597759004
94215879949239,93265037433564
93336760350135,94115675466636
93269162658087,94294160079900
